,State,County,Year,Total,Heroin,Other,Methadone,Population,Unemployment
0,Alabama,Baldwin,2011,10,0,0,0,186717,9
1,Alabama,Cullman,2011,0,0,0,0,80536,9.5
2,Alabama,Etowah,2011,0,0,0,0,104303,10
3,Alabama,Jefferson,2011,39,10,28,10,658931,9.3
4,Alabama,Madison,2011,14,0,12,0,340111,8.3
5,Alabama,Mobile,2011,12,0,0,0,412577,10.8
6,Alabama,Shelby,2011,10,0,0,0,197936,6.2
7,Alabama,St. Clair,2011,0,0,0,0,84398,8.8
8,Alabama,Tuscaloosa,2011,0,0,0,0,197211,8.3
9,Alabama,Walker,2011,20,0,0,17,66661,11.3
10,Alaska,Anchorage Borough,2011,32,0,23,0,0,0
11,Alaska,Fairbanks North Star Borough,2011,0,0,0,0,99192,6.4
12,Alaska,Juneau Borough,2011,0,0,0,0,0,0
13,Alaska,Kenai Peninsula Borough,2011,0,0,0,0,56293,9.5
14,Alaska,Matanuska-Susitna Borough,2011,14,0,0,0,0,9.2
15,Arizona,Cochise,2011,0,0,0,0,133289,9.5
16,Arizona,Maricopa,2011,255,78,166,17,3880244,8.6
17,Arizona,Mohave,2011,38,0,36,0,202351,12.3
18,Arizona,Pima,2011,125,33,74,28,989569,8.5
19,Arizona,Pinal,2011,25,0,21,0,382992,9.8
20,Arizona,Yavapai,2011,25,0,22,0,211888,9.9
21,Arkansas,Benton,2011,11,0,0,0,227556,6.5
22,Arkansas,Crawford,2011,10,0,0,0,61944,8.9
23,Arkansas,Garland,2011,12,0,0,0,97124,8.8
24,Arkansas,Pulaski,2011,20,0,18,0,386299,7.5
25,Arkansas,Saline,2011,0,0,0,0,109526,6.7
26,Arkansas,Sebastian,2011,0,0,0,0,127127,8.7
27,California,Alameda,2011,39,0,29,0,1529875,10.1
28,California,Butte,2011,21,0,15,0,220266,13.7
29,California,Contra Costa,2011,35,0,21,16,1066096,10.3
30,California,Fresno,2011,58,0,46,16,942904,16.5
31,California,Humboldt,2011,23,0,15,0,134761,10.6
32,California,Kern,2011,39,20,12,0,851710,14.8
33,California,Lake,2011,20,0,16,0,64323,14.5
34,California,Lassen,2011,10,0,0,0,34200,13.5
35,California,Los Angeles,2011,249,145,171,26,9889056,12.2
36,California,Madera,2011,17,0,17,0,152925,16.2
37,California,Marin,2011,0,0,0,0,255031,7.3
38,California,Mendocino,2011,0,0,0,0,87553,11.4
39,California,Merced,2011,0,0,0,0,259898,17.6
40,California,Monterey,2011,29,0,13,11,421898,12.7
41,California,Orange,2011,219,0,190,47,3055745,9.1
42,California,Placer,2011,11,0,0,0,357138,10.8
43,California,Riverside,2011,99,32,64,13,2239620,13.2
44,California,Sacramento,2011,49,0,27,17,1436105,12.1
45,California,San Bernardino,2011,49,11,33,0,2065377,12.9
46,California,San Diego,2011,271,68,183,56,3140069,10.3
47,California,San Francisco,2011,106,10,66,50,812826,0
48,California,San Joaquin,2011,75,0,47,33,696214,16.2
49,California,San Luis Obispo,2011,16,0,11,0,271969,9.6
50,California,San Mateo,2011,16,0,15,0,727209,7.5
51,California,Santa Barbara,2011,0,0,0,0,426878,9.4
52,California,Santa Clara,2011,50,0,38,11,1809378,9.3
53,California,Santa Cruz,2011,25,0,14,10,264298,13.1
54,California,Shasta,2011,17,0,12,0,177774,15.9
55,California,Siskiyou,2011,0,0,0,0,44507,17
56,California,Solano,2011,11,0,11,0,416471,12.2
57,California,Sonoma,2011,24,0,13,10,488116,10.2
58,California,Stanislaus,2011,15,0,0,0,518522,16.5
59,California,Tulare,2011,19,0,13,0,449253,17.1
60,California,Tuolumne,2011,0,0,0,0,54953,14.5
61,California,Ventura,2011,83,31,55,11,831771,10.2
62,California,Yolo,2011,0,0,0,0,202054,11.8
63,Colorado,Adams,2011,47,0,35,10,451443,9.9
64,Colorado,Arapahoe,2011,13,0,0,0,584948,8.3
65,Colorado,Boulder,2011,19,0,15,0,299378,6.5
66,Colorado,Denver,2011,78,24,41,16,619968,0
67,Colorado,Douglas,2011,16,0,11,0,292167,6.4
68,Colorado,El Paso,2011,25,0,11,0,636963,9.1
69,Colorado,Jefferson,2011,43,0,24,10,539884,8
70,Colorado,Larimer,2011,31,0,21,0,305525,7.2
71,Colorado,Mesa,2011,0,0,0,0,147083,10.3
72,Colorado,Pueblo,2011,14,0,10,0,160545,10.5
73,Colorado,Weld,2011,15,0,0,0,258638,8.6
74,Connecticut,Fairfield,2011,21,11,0,0,925899,8.2
75,Connecticut,Hartford,2011,39,27,11,0,894705,9
76,Connecticut,Litchfield,2011,0,0,0,0,188789,8.1
77,Connecticut,Middlesex,2011,0,0,0,0,166043,7.6
78,Connecticut,New Haven,2011,54,21,19,14,861113,9.7
79,Connecticut,New London,2011,18,12,0,0,273502,8.9
80,Connecticut,Tolland,2011,0,0,0,0,152507,7.5
81,Connecticut,Windham,2011,0,0,0,0,118151,9.9
82,Delaware,Kent,2011,20,0,16,0,164834,8.2
83,Delaware,New Castle,2011,45,11,26,12,541971,7.3
84,Delaware,Sussex,2011,28,0,23,0,200330,7.7
85,Florida,Alachua,2011,15,0,11,0,249365,7.6
86,Florida,Bay,2011,0,0,0,0,169856,10.2
87,Florida,Brevard,2011,27,0,18,0,543566,10.9
88,Florida,Broward,2011,124,11,98,28,1780172,9.4
89,Florida,Charlotte,2011,0,0,0,0,160511,11.3
90,Florida,Citrus,2011,0,0,0,0,140031,12.5
91,Florida,Clay,2011,20,0,16,0,192370,9.1
92,Florida,Collier,2011,39,0,36,10,328134,10.1
93,Florida,Columbia,2011,0,0,0,0,67485,10.3
94,Florida,Duval,2011,85,0,57,32,870709,10.3
95,Florida,Escambia,2011,25,0,11,14,299114,9.7
96,Florida,Flagler,2011,11,0,0,0,97376,11.4
97,Florida,Hernando,2011,10,0,0,0,173094,12.5
98,Florida,Hillsborough,2011,199,0,147,78,1267775,9.6
99,Florida,Indian River,2011,10,0,0,0,138894,12.7
100,Florida,Lake,2011,16,0,14,0,301019,10.6
101,Florida,Lee,2011,61,0,50,14,631330,10.9
102,Florida,Leon,2011,0,0,0,0,277971,7.8
103,Florida,Manatee,2011,58,0,43,19,327142,10
104,Florida,Marion,2011,14,0,10,0,332529,12.3
105,Florida,Martin,2011,10,0,0,0,147495,9.9
106,Florida,Miami-Dade,2011,64,0,50,10,0,9.4
107,Florida,Monroe,2011,0,0,0,0,73873,7
108,Florida,Nassau,2011,0,0,0,0,74195,9.6
109,Florida,Okaloosa,2011,13,0,0,0,183482,7.8
110,Florida,Orange,2011,121,16,84,28,1169107,9.8
111,Florida,Osceola,2011,35,0,21,11,276163,11.3
112,Florida,Palm Beach,2011,59,0,45,13,1335187,10
113,Florida,Pasco,2011,55,0,39,16,466457,10.8
114,Florida,Pinellas,2011,71,0,52,20,917398,9.7
115,Florida,Polk,2011,19,0,15,0,609492,11.3
116,Florida,Putnam,2011,14,0,11,0,74041,12.8
117,Florida,Santa Rosa,2011,18,0,0,12,154104,8.6
118,Florida,Sarasota,2011,68,0,48,23,382213,10.2
119,Florida,Seminole,2011,43,0,33,13,425071,9.6
120,Florida,St. Johns,2011,18,0,15,0,195823,7.7
121,Florida,St. Lucie,2011,18,0,17,0,280379,12.6
122,Florida,Volusia,2011,62,0,51,20,494804,11.2
123,Georgia,Bartow,2011,13,0,13,0,100421,11.5
124,Georgia,Bibb,2011,0,0,0,0,156433,11.5
125,Georgia,Carroll,2011,14,0,11,0,111159,11.4
126,Georgia,Catoosa,2011,0,0,0,0,64530,8.2
127,Georgia,Chatham,2011,0,0,0,0,271544,10
128,Georgia,Cherokee,2011,13,0,0,0,218286,8.2
129,Georgia,Clayton,2011,15,0,11,0,261532,13.4
130,Georgia,Cobb,2011,14,0,10,0,697553,8.8
131,Georgia,Columbia,2011,0,0,0,0,128112,7.3
132,Georgia,Coweta,2011,0,0,0,0,129629,9.1
133,Georgia,DeKalb,2011,18,0,13,0,699893,10.5
134,Georgia,Douglas,2011,0,0,0,0,133355,10.9
135,Georgia,Fayette,2011,0,0,0,0,107784,8
136,Georgia,Forsyth,2011,16,0,10,0,181840,7.4
137,Georgia,Fulton,2011,53,13,33,15,949599,10.2
138,Georgia,Gwinnett,2011,23,0,20,0,824941,8.7
139,Georgia,Hall,2011,0,0,0,0,183052,8.9
140,Georgia,Henry,2011,12,0,10,0,207360,10.3
141,Georgia,Jackson,2011,0,0,0,0,61257,9.6
142,Georgia,Madison,2011,0,0,0,0,27921,10.1
143,Georgia,Muscogee,2011,11,0,0,0,194107,10
144,Georgia,Paulding,2011,14,0,13,0,143542,9.5
145,Georgia,Richmond,2011,0,0,0,0,201217,11.2
146,Georgia,Walker,2011,0,0,0,0,68848,9.8
147,Georgia,Walton,2011,0,0,0,0,84580,10.4
148,Georgia,Ware,2011,0,0,0,0,36474,11.3
149,Georgia,Whitfield,2011,11,0,0,0,103184,11.8
150,Hawaii,Hawaii,2011,0,0,0,0,186738,9.8
151,Hawaii,Honolulu,2011,49,0,35,14,963607,0
152,Hawaii,Maui,2011,0,0,0,0,156674,7.9
153,Idaho,Ada,2011,24,0,18,0,400842,7.3
154,Idaho,Bannock,2011,0,0,0,0,83691,7.5
155,Idaho,Kootenai,2011,0,0,0,0,141132,10.1
156,Idaho,Twin Falls,2011,12,0,0,0,78005,7.9
157,Illinois,Boone,2011,0,0,0,0,54367,11.8
158,Illinois,Champaign,2011,11,0,0,0,201685,7.8
159,Illinois,Cook,2011,47,0,20,24,5217080,10.4
160,Illinois,DeKalb,2011,0,0,0,0,104743,9.3
161,Illinois,DuPage,2011,43,25,18,0,923222,8.2
162,Illinois,Franklin,2011,0,0,0,0,39627,11.2
163,Illinois,Kane,2011,0,0,0,0,520271,9.8
164,Illinois,Kankakee,2011,0,0,0,0,113698,11.5
165,Illinois,Kendall,2011,0,0,0,0,116631,9.3
166,Illinois,Lake,2011,53,31,17,0,706222,8.8
167,Illinois,LaSalle,2011,0,0,0,0,113518,10.7
168,Illinois,Madison,2011,36,25,10,0,268459,8.9
169,Illinois,McHenry,2011,13,0,0,0,308944,9.9
170,Illinois,McLean,2011,0,0,0,0,170556,6.6
171,Illinois,Peoria,2011,0,0,0,0,186834,9.2
172,Illinois,Rock Island,2011,11,0,0,0,147556,8.5
173,Illinois,Sangamon,2011,0,0,0,0,198844,7.4
174,Illinois,St. Clair,2011,18,11,0,0,270259,9.7
175,Illinois,Tazewell,2011,0,0,0,0,135661,8.3
176,Illinois,Vermilion,2011,0,0,0,0,81509,9.9
177,Illinois,Will,2011,27,16,0,0,681545,10.6
178,Illinois,Williamson,2011,0,0,0,0,66622,9
179,Illinois,Winnebago,2011,18,13,0,0,293993,11.9
180,Indiana,Allen,2011,0,0,0,0,358327,9.3
181,Indiana,Boone,2011,0,0,0,0,57481,6.7
182,Indiana,Clark,2011,0,0,0,0,111570,8.9
183,Indiana,Dearborn,2011,0,0,0,0,50113,9.6
184,Indiana,Delaware,2011,15,0,12,0,117660,10.2
185,Indiana,Elkhart,2011,0,0,0,0,198941,10.8
186,Indiana,Floyd,2011,0,0,0,0,74989,8
187,Indiana,Hamilton,2011,0,0,0,0,282810,5.8
188,Indiana,Hendricks,2011,0,0,0,0,147979,7
189,Indiana,Howard,2011,0,0,0,0,82800,10.4
190,Indiana,Kosciusko,2011,0,0,0,0,77336,8.9
191,Indiana,Lake,2011,12,0,0,0,495558,9.6
192,Indiana,Madison,2011,29,0,25,0,131235,10.9
193,Indiana,Marion,2011,46,23,18,0,911296,9.9
194,Indiana,Monroe,2011,0,0,0,0,139799,7.5
195,Indiana,Morgan,2011,0,0,0,0,69464,9.4
196,Indiana,Porter,2011,13,0,0,0,165537,8.2
197,Indiana,Scott,2011,10,0,0,0,23987,11.9
198,Indiana,St. Joseph,2011,13,0,0,0,266700,10.1
199,Indiana,Starke,2011,0,0,0,0,23199,11.4
200,Indiana,Tippecanoe,2011,0,0,0,0,174724,7.5
201,Indiana,Vanderburgh,2011,33,0,31,0,180305,8
202,Indiana,Wayne,2011,0,0,0,0,68643,11.1
203,Iowa,Dubuque,2011,0,0,0,0,94648,5.1
204,Iowa,Johnson,2011,0,0,0,0,133038,4
205,Iowa,Linn,2011,0,0,0,0,213875,5.7
206,Iowa,Polk,2011,46,0,33,12,437399,5.7
207,Iowa,Pottawattamie,2011,10,0,0,0,93518,5.6
208,Iowa,Scott,2011,14,0,10,0,167095,6.1
209,Kansas,Douglas,2011,0,0,0,0,112211,5.7
210,Kansas,Johnson,2011,29,0,24,0,552991,5.4
211,Kansas,Leavenworth,2011,11,0,0,0,77176,7.3
212,Kansas,Sedgwick,2011,20,0,12,0,501076,8
213,Kansas,Shawnee,2011,0,0,0,0,178941,6.8
214,Kansas,Wyandotte,2011,0,0,0,0,158224,9.5
215,Kentucky,Bell,2011,21,0,20,0,28725,11.9
216,Kentucky,Boone,2011,0,0,0,0,121737,7.9
217,Kentucky,Boyd,2011,10,0,10,0,49466,10.3
218,Kentucky,Bullitt,2011,0,0,0,0,75109,9.9
219,Kentucky,Campbell,2011,16,12,0,0,90940,8.3
220,Kentucky,Clay,2011,27,0,25,0,21720,15
221,Kentucky,Daviess,2011,0,0,0,0,97234,8.4
222,Kentucky,Fayette,2011,43,0,39,0,301569,6.9
223,Kentucky,Floyd,2011,31,0,29,0,39207,11.2
224,Kentucky,Franklin,2011,0,0,0,0,49393,7.9
225,Kentucky,Grant,2011,0,0,0,0,24816,10.7
226,Kentucky,Greenup,2011,0,0,0,0,36865,11.2
227,Kentucky,Hardin,2011,0,0,0,0,107456,9.2
228,Kentucky,Harrison,2011,0,0,0,0,18777,10.1
229,Kentucky,Hopkins,2011,0,0,0,0,46909,8.5
230,Kentucky,Jefferson,2011,63,12,52,0,746906,9.5
231,Kentucky,Jessamine,2011,0,0,0,0,49046,7.8
232,Kentucky,Johnson,2011,15,0,14,0,23396,10.9
233,Kentucky,Kenton,2011,28,12,13,0,160406,8.8
234,Kentucky,Knox,2011,18,0,18,0,31888,13.3
235,Kentucky,Leslie,2011,0,0,0,0,11233,12.6
236,Kentucky,Letcher,2011,10,0,0,0,24446,10.2
237,Kentucky,Madison,2011,14,0,0,0,84188,7.9
238,Kentucky,McCracken,2011,0,0,0,0,65864,8.6
239,Kentucky,Nelson,2011,0,0,0,0,43974,10.6
240,Kentucky,Oldham,2011,0,0,0,0,60642,7
241,Kentucky,Pike,2011,26,0,25,0,64904,9.2
242,Kentucky,Scott,2011,0,0,0,0,48149,8
243,Kentucky,Whitley,2011,0,0,0,0,35823,12
244,Louisiana,Caddo Parish,2011,0,0,0,0,257051,7.9
245,Louisiana,East Baton Rouge Parish,2011,0,0,0,0,441438,7.6
246,Louisiana,Jefferson Parish,2011,22,0,12,0,432640,7.2
247,Louisiana,Lafayette Parish,2011,0,0,0,0,224390,5.9
248,Louisiana,Livingston Parish,2011,0,0,0,0,130251,7.3
249,Louisiana,Orleans Parish,2011,0,0,0,0,360740,8.6
250,Louisiana,Rapides Parish,2011,0,0,0,0,132374,7.7
251,Louisiana,St. Tammany Parish,2011,36,0,28,0,236785,6.3
252,Louisiana,Washington Parish,2011,0,0,0,0,47139,9.5
253,Maine,Androscoggin,2011,0,0,0,0,107398,8.1
254,Maine,Aroostook,2011,0,0,0,0,71482,9.8
255,Maine,Cumberland,2011,12,0,0,0,282401,6.3
256,Maine,Hancock,2011,0,0,0,0,54578,8.9
257,Maine,Kennebec,2011,11,0,0,0,121935,7.5
258,Maine,Penobscot,2011,13,0,0,0,153786,8.3
259,Maine,Washington,2011,0,0,0,0,32637,10.6
260,Maine,York,2011,11,0,0,0,198199,7.3
261,Maryland,Allegany,2011,0,0,0,0,74692,9.1
262,Maryland,Anne Arundel,2011,60,15,25,24,544403,6.3
263,Maryland,Baltimore,2011,84,15,42,33,809941,7.7
264,Maryland,Baltimore City,2011,116,25,42,56,619493,0
265,Maryland,Calvert,2011,0,0,0,0,89256,6.5
266,Maryland,Caroline,2011,0,0,0,0,32985,8.6
267,Maryland,Carroll,2011,11,0,0,0,167288,6.1
268,Maryland,Cecil,2011,24,0,19,0,101694,8.9
269,Maryland,Charles,2011,0,0,0,0,149130,6.7
270,Maryland,Frederick,2011,26,0,19,0,236745,6.4
271,Maryland,Harford,2011,26,0,14,0,246489,7.2
272,Maryland,Howard,2011,17,0,0,0,293142,5.2
273,Maryland,Montgomery,2011,21,0,13,0,989794,5.3
274,Maryland,Prince George's,2011,25,12,11,0,871233,7.5
275,Maryland,St. Mary's,2011,0,0,0,0,107484,6.3
276,Maryland,Washington,2011,13,0,0,0,148203,8.8
277,Maryland,Wicomico,2011,12,0,10,0,99190,9.8
278,Maryland,Worcester,2011,0,0,0,0,51514,13.7
279,Massachusetts,Barnstable,2011,15,0,0,0,215769,9.1
280,Massachusetts,Berkshire,2011,0,0,0,0,130458,7.8
281,Massachusetts,Bristol,2011,39,13,20,0,548922,9.4
282,Massachusetts,Essex,2011,38,16,12,10,748930,7.6
283,Massachusetts,Franklin,2011,0,0,0,0,71599,6.5
284,Massachusetts,Hampden,2011,32,21,10,0,463783,9.3
285,Massachusetts,Hampshire,2011,0,0,0,0,157822,6.2
286,Massachusetts,Middlesex,2011,78,32,39,12,1518171,5.9
287,Massachusetts,Norfolk,2011,42,13,21,0,675436,6.3
288,Massachusetts,Plymouth,2011,27,0,14,0,497579,7.8
289,Massachusetts,Suffolk,2011,37,0,19,12,730932,6.6
290,Massachusetts,Worcester,2011,50,20,25,0,801227,7.7
291,Michigan,Allegan,2011,0,0,0,0,111234,8.7
292,Michigan,Bay,2011,12,0,0,0,107110,9.9
293,Michigan,Berrien,2011,0,0,0,0,156941,10.2
294,Michigan,Calhoun,2011,0,0,0,0,135490,9.8
295,Michigan,Eaton,2011,0,0,0,0,108056,8
296,Michigan,Genesee,2011,75,37,38,15,422080,11.4
297,Michigan,Ingham,2011,27,11,10,0,281613,8.8
298,Michigan,Ionia,2011,0,0,0,0,63979,9.8
299,Michigan,Isabella,2011,0,0,0,0,70622,8.4
300,Michigan,Kalamazoo,2011,21,0,10,13,252074,8.4
301,Michigan,Kent,2011,35,13,0,17,608453,8.2
302,Michigan,Lapeer,2011,0,0,0,0,88082,13.2
303,Michigan,Lenawee,2011,0,0,0,0,99440,10.4
304,Michigan,Livingston,2011,0,0,0,0,181722,9
305,Michigan,Macomb,2011,108,72,24,17,842145,11.1
306,Michigan,Monroe,2011,0,0,0,0,151560,9.5
307,Michigan,Montcalm,2011,0,0,0,0,63185,11.6
308,Michigan,Muskegon,2011,26,0,10,16,171302,11.4
309,Michigan,Oakland,2011,11,0,0,0,1210145,9.5
310,Michigan,Ottawa,2011,21,0,0,0,266300,8
311,Michigan,Saginaw,2011,0,0,0,0,199088,10.2
312,Michigan,Shiawassee,2011,11,0,0,0,69841,10.7
313,Michigan,St. Clair,2011,18,0,0,0,161642,13.1
314,Michigan,Van Buren,2011,0,0,0,0,76131,11.5
315,Michigan,Washtenaw,2011,24,11,0,0,347962,6.8
316,Michigan,Wayne,2011,108,66,38,0,1802096,12.9
317,Minnesota,Anoka,2011,25,11,0,0,333140,6.8
318,Minnesota,Dakota,2011,21,0,0,0,402006,6.1
319,Minnesota,Hennepin,2011,30,0,14,15,1168431,6.1
320,Minnesota,Olmsted,2011,0,0,0,0,145769,5.3
321,Minnesota,Ramsey,2011,19,0,12,0,514696,6.6
322,Minnesota,Scott,2011,0,0,0,0,132556,5.8
323,Minnesota,Sherburne,2011,0,0,0,0,89319,7.1
324,Minnesota,St. Louis,2011,12,0,0,0,200255,7.3
325,Minnesota,Washington,2011,0,0,0,0,241280,5.9
326,Mississippi,DeSoto,2011,11,0,0,0,164053,7.2
327,Mississippi,Harrison,2011,0,0,0,0,191040,8.9
328,Mississippi,Hinds,2011,0,0,0,0,248184,9.5
329,Mississippi,Jackson,2011,0,0,0,0,139901,10.4
330,Mississippi,Pearl River,2011,0,0,0,0,55718,9.3
331,Mississippi,Rankin,2011,10,0,0,0,143702,6.4
332,Missouri,Boone,2011,10,0,0,0,165627,5.7
333,Missouri,Clay,2011,0,0,0,0,225161,7.4
334,Missouri,Franklin,2011,21,0,11,0,101938,9.4
335,Missouri,Greene,2011,21,0,0,0,277214,7.3
336,Missouri,Jackson,2011,44,0,33,10,676360,9.5
337,Missouri,Jefferson,2011,37,19,15,0,219480,8.8
338,Missouri,Pulaski,2011,10,0,0,0,53175,8.7
339,Missouri,St. Charles,2011,51,27,24,0,365151,6.9
340,Missouri,St. Francois,2011,0,0,0,0,65577,10.8
341,Missouri,St. Louis,2011,123,98,23,12,998692,7.8
342,Missouri,St. Louis City,2011,78,64,23,0,318069,0
343,Montana,Flathead,2011,0,0,0,0,91301,10.9
344,Nebraska,Douglas,2011,30,0,19,13,524861,4.9
345,Nebraska,Lancaster,2011,0,0,0,0,289800,4
346,Nevada,Carson City,2011,0,0,0,0,55439,13.2
347,Nevada,Clark,2011,327,30,253,81,1969975,13.2
348,Nevada,Lyon,2011,0,0,0,0,51871,16.7
349,Nevada,Nye,2011,0,0,0,0,43351,16.8
350,Nevada,Washoe,2011,72,0,50,22,425710,12.6
351,New Hampshire,Carroll,2011,0,0,0,0,47641,5.4
352,New Hampshire,Cheshire,2011,10,0,0,0,76918,5
353,New Hampshire,Hillsborough,2011,44,20,18,0,401696,5.7
354,New Hampshire,Merrimack,2011,0,0,0,0,146579,4.9
355,New Hampshire,Rockingham,2011,31,12,18,0,296207,5.6
356,New Hampshire,Strafford,2011,12,0,0,0,123857,5.3
357,New Jersey,Atlantic,2011,25,14,10,0,274338,12.5
358,New Jersey,Bergen,2011,31,0,17,0,911004,7.7
359,New Jersey,Burlington,2011,0,0,0,0,449576,8.7
360,New Jersey,Cape May,2011,10,0,0,0,96601,14.8
361,New Jersey,Cumberland,2011,0,0,0,0,157095,12.9
362,New Jersey,Essex,2011,33,0,22,0,785137,10.8
363,New Jersey,Gloucester,2011,0,0,0,0,289104,10.2
364,New Jersey,Hudson,2011,36,0,25,0,641224,9.2
365,New Jersey,Hunterdon,2011,0,0,0,0,128038,6.9
366,New Jersey,Mercer,2011,14,0,0,0,367063,8.3
367,New Jersey,Middlesex,2011,51,22,29,0,814217,8.7
368,New Jersey,Monmouth,2011,66,19,45,0,631020,8.6
369,New Jersey,Morris,2011,22,0,12,0,494976,7.1
370,New Jersey,Ocean,2011,26,15,10,0,579369,10.4
371,New Jersey,Passaic,2011,25,0,16,0,502007,11
372,New Jersey,Somerset,2011,10,0,0,0,324893,7.4
373,New Jersey,Sussex,2011,0,0,0,0,148517,9.2
374,New Jersey,Union,2011,19,0,0,0,539494,9.5
375,New Jersey,Warren,2011,0,0,0,0,108339,9.1
376,New Mexico,Bernalillo,2011,83,27,51,13,670968,7.2
377,New Mexico,Dona Ana,2011,0,0,0,0,0,7.6
378,New Mexico,Eddy,2011,0,0,0,0,54152,5.1
379,New Mexico,Lea,2011,0,0,0,0,65423,5.6
380,New Mexico,Otero,2011,0,0,0,0,65703,6.8
381,New Mexico,Rio Arriba,2011,13,0,0,0,40446,9.3
382,New Mexico,San Juan,2011,11,0,0,0,128200,7.9
383,New Mexico,Sandoval,2011,12,0,0,0,134259,8
384,New Mexico,Santa Fe,2011,23,12,11,0,145648,6.2
385,New Mexico,Taos,2011,0,0,0,0,32917,10.5
386,New Mexico,Valencia,2011,0,0,0,0,77070,9
387,New York,Albany,2011,16,0,0,0,303565,6.9
388,New York,Bronx,2011,77,38,20,26,1392002,11.9
389,New York,Broome,2011,0,0,0,0,199031,8.6
390,New York,Cayuga,2011,0,0,0,0,79738,8.1
391,New York,Chautauqua,2011,0,0,0,0,134368,8.2
392,New York,Chemung,2011,0,0,0,0,88840,7.8
393,New York,Columbia,2011,0,0,0,0,62550,7.1
394,New York,Dutchess,2011,27,11,12,0,297999,7.5
395,New York,Erie,2011,56,13,23,20,918028,8
396,New York,Genesee,2011,0,0,0,0,59993,7.8
397,New York,Greene,2011,0,0,0,0,48954,9.4
398,New York,Jefferson,2011,11,0,0,0,117910,9.8
399,New York,Kings,2011,110,23,50,51,2532645,9.6
400,New York,Madison,2011,0,0,0,0,73365,8.2
401,New York,Monroe,2011,48,0,28,16,745625,7.7
402,New York,Nassau,2011,105,26,58,29,1344436,6.8
403,New York,New York,2011,65,23,33,18,1601948,7.8
404,New York,Niagara,2011,12,0,0,0,216011,9.1
405,New York,Oneida,2011,0,0,0,0,234287,8
406,New York,Onondaga,2011,31,0,17,13,466960,7.7
407,New York,Ontario,2011,0,0,0,0,108525,7.1
408,New York,Orange,2011,33,0,17,11,374872,7.7
409,New York,Oswego,2011,11,0,0,0,122228,10.8
410,New York,Putnam,2011,0,0,0,0,99933,7
411,New York,Queens,2011,84,32,39,25,2247848,8.1
412,New York,Rensselaer,2011,0,0,0,0,159395,7.6
413,New York,Richmond,2011,56,10,41,13,470467,9.2
414,New York,Rockland,2011,0,0,0,0,315158,7.1
415,New York,Saratoga,2011,0,0,0,0,220882,6.7
416,New York,Schenectady,2011,0,0,0,0,155058,7.5
417,New York,Steuben,2011,0,0,0,0,99033,9.1
418,New York,Suffolk,2011,217,69,148,26,1498816,7.6
419,New York,Sullivan,2011,22,0,20,0,76900,8.9
420,New York,Tompkins,2011,0,0,0,0,101723,6.1
421,New York,Ulster,2011,15,0,0,0,182448,7.8
422,New York,Westchester,2011,58,23,30,10,955899,7.1
423,North Carolina,Alamance,2011,0,0,0,0,153291,9.7
424,North Carolina,Beaufort,2011,0,0,0,0,47691,11.1
425,North Carolina,Brunswick,2011,20,0,14,0,110097,12.2
426,North Carolina,Buncombe,2011,18,0,10,0,241419,7.9
427,North Carolina,Burke,2011,0,0,0,0,90904,11.4
428,North Carolina,Cabarrus,2011,14,0,0,0,181468,10.4
429,North Carolina,Caldwell,2011,0,0,0,0,82395,13.2
430,North Carolina,Carteret,2011,0,0,0,0,67373,9.7
431,North Carolina,Catawba,2011,21,0,13,0,154181,11.7
432,North Carolina,Cherokee,2011,16,0,13,0,27194,11.8
433,North Carolina,Cleveland,2011,0,0,0,0,97489,12.4
434,North Carolina,Columbus,2011,0,0,0,0,57712,13.4
435,North Carolina,Craven,2011,0,0,0,0,104786,10.6
436,North Carolina,Cumberland,2011,22,0,13,0,324885,10.5
437,North Carolina,Davidson,2011,20,0,13,0,162697,11
438,North Carolina,Davie,2011,0,0,0,0,41552,10.6
439,North Carolina,Durham,2011,10,0,0,0,273392,8.1
440,North Carolina,Forsyth,2011,29,0,18,0,354952,9.8
441,North Carolina,Gaston,2011,26,0,17,0,207031,11.9
442,North Carolina,Guilford,2011,26,0,16,0,495279,10.5
443,North Carolina,Harnett,2011,0,0,0,0,119256,11.4
444,North Carolina,Haywood,2011,0,0,0,0,58855,10.1
445,North Carolina,Henderson,2011,0,0,0,0,107927,8.5
446,North Carolina,Iredell,2011,20,0,14,0,161202,11.4
447,North Carolina,Johnston,2011,12,0,0,0,172595,9.5
448,North Carolina,Lincoln,2011,11,0,10,0,78932,11.2
449,North Carolina,McDowell,2011,0,0,0,0,45104,12.4
450,North Carolina,Mecklenburg,2011,44,15,28,0,944373,9.9
451,North Carolina,Moore,2011,0,0,0,0,89352,9.5
452,North Carolina,Nash,2011,0,0,0,0,96116,12.5
453,North Carolina,New Hanover,2011,34,10,13,12,206189,9.6
454,North Carolina,Onslow,2011,0,0,0,0,179719,8.3
455,North Carolina,Pender,2011,0,0,0,0,53399,11.3
456,North Carolina,Pitt,2011,0,0,0,0,171134,10.1
457,North Carolina,Randolph,2011,19,0,16,0,142358,10.9
458,North Carolina,Richmond,2011,0,0,0,0,46611,14.6
459,North Carolina,Robeson,2011,10,0,0,0,135517,14.2
460,North Carolina,Rockingham,2011,10,0,0,0,93329,12.3
461,North Carolina,Rowan,2011,28,0,18,0,138019,12.5
462,North Carolina,Rutherford,2011,0,0,0,0,67538,14.6
